Gene ID,Tissue
ENSG00000002745,Skin
ENSG00000004848,Ovary
ENSG00000004939,Bone Marrow
ENSG00000005189,Testis
ENSG00000005381,Bone Marrow
ENSG00000005421,Liver
ENSG00000005471,Liver
ENSG00000006047,Testis
ENSG00000006116,Cerebral Cortex
ENSG00000006659,Placenta
ENSG00000006837,Testis
ENSG00000007001,Kidney
ENSG00000007038,Testis
ENSG00000007174,Fallopian Tube
ENSG00000007350,Testis
ENSG00000007372,Cerebral Cortex
ENSG00000007402,Lung
ENSG00000007933,Liver
ENSG00000008056,Cerebral Cortex
ENSG00000008197,Testis
ENSG00000008438,Bone Marrow
ENSG00000008735,Cerebral Cortex
ENSG00000009765,Thyroid Gland
ENSG00000010318,Testis
ENSG00000010379,Kidney
ENSG00000010404,Cerebral Cortex
ENSG00000010438,Pancreas
ENSG00000010932,Kidney
ENSG00000011332,Cerebral Cortex
ENSG00000011590,Testis
ENSG00000011677,Cerebral Cortex
ENSG00000012223,Bone Marrow
ENSG00000013293,Cerebral Cortex
ENSG00000014257,Prostate gland
ENSG00000015592,Cerebral Cortex
ENSG00000019102,Stomach
ENSG00000019186,Urinary Bladder
ENSG00000019991,Placenta
ENSG00000020129,Cerebral Cortex
ENSG00000021300,Cerebral Cortex
ENSG00000021461,Liver
ENSG00000021852,Liver
ENSG00000022355,Cerebral Cortex
ENSG00000025423,Liver
ENSG00000028839,Testis
ENSG00000034053,Cerebral Cortex
ENSG00000036530,Cerebral Cortex
ENSG00000036565,Adrenal Gland
ENSG00000039537,Liver
ENSG00000039600,Testis
ENSG00000040731,Cerebral Cortex
ENSG00000042781,Liver
ENSG00000042813,Testis
ENSG00000042832,Thyroid Gland
ENSG00000043591,Placenta
ENSG00000046653,Cerebral Cortex
ENSG00000046774,Testis
ENSG00000047457,Liver
ENSG00000047936,Lung
ENSG00000048545,Testis
ENSG00000051128,Spleen
ENSG00000054598,Salivary Gland
ENSG00000054796,Testis
ENSG00000055957,Liver
ENSG00000056998,Adipose
ENSG00000057149,Esophagus
ENSG00000057468,Testis
ENSG00000057593,Liver
ENSG00000061492,Testis
ENSG00000063015,Cerebral Cortex
ENSG00000063127,Testis
ENSG00000063515,Testis
ENSG00000064205,Ovary
ENSG00000064703,Testis
ENSG00000065371,Testis
ENSG00000065609,Cerebral Cortex
ENSG00000065618,Skin
ENSG00000066827,Placenta
ENSG00000066923,Testis
ENSG00000067715,Cerebral Cortex
ENSG00000067840,Cerebral Cortex
ENSG00000068976,Skeletal Muscle
ENSG00000068985,Testis
ENSG00000069206,Testis
ENSG00000070031,Duodenum
ENSG00000070748,Placenta
ENSG00000070808,Cerebral Cortex
ENSG00000070915,Kidney
ENSG00000071677,Testis
ENSG00000072042,Prostate gland
ENSG00000072080,Liver
ENSG00000072694,Placenta
ENSG00000072954,Skeletal Muscle
ENSG00000073146,Testis
ENSG00000073598,Testis
ENSG00000073754,Spleen
ENSG00000073969,Cerebral Cortex
ENSG00000074317,Cerebral Cortex
ENSG00000074803,Kidney
ENSG00000075043,Cerebral Cortex
ENSG00000075702,Testis
ENSG00000075886,Testis
ENSG00000076555,Adipose
ENSG00000077080,Cerebral Cortex
ENSG00000077498,Skin
ENSG00000077800,Testis
ENSG00000077935,Testis
ENSG00000077984,Bone Marrow
ENSG00000078018,Cerebral Cortex
ENSG00000078053,Cerebral Cortex
ENSG00000078081,Lung
ENSG00000078487,Testis
ENSG00000078725,Cerebral Cortex
ENSG00000078795,Testis
ENSG00000078898,Salivary Gland
ENSG00000079215,Cerebral Cortex
ENSG00000079387,Testis
ENSG00000079435,Adipose
ENSG00000079557,Liver
ENSG00000080007,Testis
ENSG00000080166,Skin
ENSG00000080618,Liver
ENSG00000080644,Adrenal Gland
ENSG00000080910,Liver
ENSG00000081148,Fallopian Tube
ENSG00000081248,Skeletal Muscle
ENSG00000083782,Placenta
ENSG00000083807,Liver
ENSG00000084453,Cerebral Cortex
ENSG00000084693,Testis
ENSG00000084710,Cerebral Cortex
ENSG00000084731,Cerebral Cortex
ENSG00000085465,Fallopian Tube
ENSG00000085662,Adrenal Gland
ENSG00000086506,Bone Marrow
ENSG00000086717,Testis
ENSG00000086967,Skeletal Muscle
ENSG00000086991,Kidney
ENSG00000087128,Esophagus
ENSG00000087250,Cerebral Cortex
ENSG00000087258,Cerebral Cortex
ENSG00000087495,Cerebral Cortex
ENSG00000088782,Kidney
ENSG00000089169,Cerebral Cortex
ENSG00000089199,Adrenal Gland
ENSG00000089505,Testis
ENSG00000090512,Liver
ENSG00000091128,Skin
ENSG00000091137,Thyroid Gland
ENSG00000091181,Fallopian Tube
ENSG00000091513,Liver
ENSG00000091583,Liver
ENSG00000091664,Cerebral Cortex
ENSG00000091704,Pancreas
ENSG00000092067,Bone Marrow
ENSG00000092200,Testis
ENSG00000092295,Esophagus
ENSG00000092345,Testis
ENSG00000092377,Prostate gland
ENSG00000092529,Skeletal Muscle
ENSG00000095596,Liver
ENSG00000095627,Testis
ENSG00000095777,Testis
ENSG00000096088,Stomach
ENSG00000096395,Duodenum
ENSG00000099338,Testis
ENSG00000099365,Cerebral Cortex
ENSG00000099399,Testis
ENSG00000099715,Cerebral Cortex
ENSG00000099721,Prostate gland
ENSG00000099840,Testis
ENSG00000099937,Liver
ENSG00000100121,Testis
ENSG00000100167,Cerebral Cortex
ENSG00000100253,Kidney
ENSG00000100276,Cerebral Cortex
ENSG00000100285,Prostate gland
ENSG00000100312,Testis
ENSG00000100427,Cerebral Cortex
ENSG00000100448,Bone Marrow
ENSG00000100505,Cerebral Cortex
ENSG00000100526,Testis
ENSG00000100565,Testis
ENSG00000100593,Placenta
ENSG00000100652,Liver
ENSG00000100867,Urinary Bladder
ENSG00000100884,Cerebral Cortex
ENSG00000101180,Cerebral Cortex
ENSG00000101189,Testis
ENSG00000101197,Placenta
ENSG00000101251,Testis
ENSG00000101306,Skeletal Muscle
ENSG00000101323,Liver
ENSG00000101327,Cerebral Cortex
ENSG00000101331,Spleen
ENSG00000101425,Bone Marrow
ENSG00000101435,Testis
ENSG00000101438,Cerebral Cortex
ENSG00000101446,Skin
ENSG00000101448,Testis
ENSG00000101470,Skeletal Muscle
ENSG00000101489,Cerebral Cortex
ENSG00000101542,Cerebral Cortex
ENSG00000101883,Testis
ENSG00000101892,Skeletal Muscle
ENSG00000101951,Placenta
ENSG00000101981,Liver
ENSG00000102003,Cerebral Cortex
ENSG00000102021,Testis
ENSG00000102055,Testis
ENSG00000102145,Bone Marrow
ENSG00000102243,Placenta
ENSG00000102387,Testis
ENSG00000102468,Cerebral Cortex
ENSG00000102854,Fallopian Tube
ENSG00000102891,Skin
ENSG00000103023,Testis
ENSG00000103184,Cerebral Cortex
ENSG00000103355,Fallopian Tube
ENSG00000104112,Cerebral Cortex
ENSG00000104154,Prostate gland
ENSG00000104327,Kidney
ENSG00000104369,Skeletal Muscle
ENSG00000104381,Cerebral Cortex
ENSG00000104435,Cerebral Cortex
ENSG00000104499,Adrenal Gland
ENSG00000104722,Cerebral Cortex
ENSG00000104755,Testis
ENSG00000104760,Liver
ENSG00000104804,Testis
ENSG00000104827,Placenta
ENSG00000104848,Skeletal Muscle
ENSG00000104879,Skeletal Muscle
ENSG00000104888,Cerebral Cortex
ENSG00000104899,Testis
ENSG00000104901,Testis
ENSG00000104941,Testis
ENSG00000105048,Skeletal Muscle
ENSG00000105141,Skin
ENSG00000105146,Testis
ENSG00000105198,Placenta
ENSG00000105246,Placenta
ENSG00000105261,Testis
ENSG00000105290,Cerebral Cortex
ENSG00000105428,Testis
ENSG00000105467,Testis
ENSG00000105472,Bone Marrow
ENSG00000105492,Placenta
ENSG00000105519,Fallopian Tube
ENSG00000105549,Testis
ENSG00000105550,Liver
ENSG00000105605,Cerebral Cortex
ENSG00000105610,Bone Marrow
ENSG00000105613,Cerebral Cortex
ENSG00000105642,Cerebral Cortex
ENSG00000105649,Cerebral Cortex
ENSG00000105668,Urinary Bladder
ENSG00000105672,Testis
ENSG00000105679,Testis
ENSG00000105696,Cerebral Cortex
ENSG00000105697,Liver
ENSG00000105825,Placenta
ENSG00000105852,Liver
ENSG00000105982,Testis
ENSG00000106013,Testis
ENSG00000106089,Cerebral Cortex
ENSG00000106304,Testis
ENSG00000106327,Liver
ENSG00000106328,Testis
ENSG00000106336,Testis
ENSG00000106484,Placenta
ENSG00000106631,Heart
ENSG00000106638,Testis
ENSG00000106648,Testis
ENSG00000106689,Cerebral Cortex
ENSG00000106804,Liver
ENSG00000106927,Liver
ENSG00000106976,Cerebral Cortex
ENSG00000107018,Prostate gland
ENSG00000107165,Skin
ENSG00000107282,Cerebral Cortex
ENSG00000107295,Cerebral Cortex
ENSG00000107447,Bone Marrow
ENSG00000107611,Kidney
ENSG00000108231,Cerebral Cortex
ENSG00000108309,Cerebral Cortex
ENSG00000108379,Skin
ENSG00000108417,Skin
ENSG00000108515,Skeletal Muscle
ENSG00000108688,Bone Marrow
ENSG00000108813,Placenta
ENSG00000108849,Pancreas
ENSG00000108878,Skeletal Muscle
ENSG00000109061,Skeletal Muscle
ENSG00000109072,Liver
ENSG00000109132,Adrenal Gland
ENSG00000109158,Cerebral Cortex
ENSG00000109181,Liver
ENSG00000109205,Salivary Gland
ENSG00000109208,Salivary Gland
ENSG00000109321,Placenta
ENSG00000109511,Stomach
ENSG00000109738,Cerebral Cortex
ENSG00000109758,Liver
ENSG00000109851,Testis
ENSG00000109944,Testis
ENSG00000109956,Cerebral Cortex
ENSG00000110076,Cerebral Cortex
ENSG00000110169,Liver
ENSG00000110203,Bone Marrow
ENSG00000110243,Liver
ENSG00000110245,Liver
ENSG00000110375,Urinary Bladder
ENSG00000110427,Cerebral Cortex
ENSG00000110436,Cerebral Cortex
ENSG00000110786,Cerebral Cortex
ENSG00000111046,Skeletal Muscle
ENSG00000111049,Skeletal Muscle
ENSG00000111215,Salivary Gland
ENSG00000111218,Cerebral Cortex
ENSG00000111241,Skeletal Muscle
ENSG00000111254,Testis
ENSG00000111262,Cerebral Cortex
ENSG00000111305,Testis
ENSG00000111644,Testis
ENSG00000111674,Cerebral Cortex
ENSG00000111700,Liver
ENSG00000111713,Liver
ENSG00000111834,Fallopian Tube
ENSG00000112053,Testis
ENSG00000112077,Bone Marrow
ENSG00000112167,Testis
ENSG00000112212,Bone Marrow
ENSG00000112238,Testis
ENSG00000112246,Kidney
ENSG00000112273,Testis
ENSG00000112309,Cerebral Cortex
ENSG00000112333,Cerebral Cortex
ENSG00000112337,Liver
ENSG00000112499,Kidney
ENSG00000113073,Kidney
ENSG00000113231,Thyroid Gland
ENSG00000113327,Cerebral Cortex
ENSG00000113525,Testis
ENSG00000113569,Testis
ENSG00000113600,Liver
ENSG00000113905,Liver
ENSG00000113946,Kidney
ENSG00000114204,Pancreas
ENSG00000114487,Testis
ENSG00000114547,Testis
ENSG00000114646,Cerebral Cortex
ENSG00000114656,Testis
ENSG00000114757,Cerebral Cortex
ENSG00000115257,Testis
ENSG00000115266,Cerebral Cortex
ENSG00000115474,Small Intestine
ENSG00000115488,Skin
ENSG00000115592,Skeletal Muscle
ENSG00000115602,Placenta
ENSG00000115705,Thyroid Gland
ENSG00000115718,Liver
ENSG00000115998,Testis
ENSG00000116017,Placenta
ENSG00000116147,Cerebral Cortex
ENSG00000116183,Placenta
ENSG00000116218,Kidney
ENSG00000116455,Fallopian Tube
ENSG00000116668,Testis
ENSG00000116675,Cerebral Cortex
ENSG00000116690,Liver
ENSG00000116721,Testis
ENSG00000116748,Skeletal Muscle
ENSG00000116783,Heart
ENSG00000116785,Liver
ENSG00000116983,Cerebral Cortex
ENSG00000117016,Cerebral Cortex
ENSG00000117139,Testis
ENSG00000117148,Testis
ENSG00000117152,Cerebral Cortex
ENSG00000117594,Liver
ENSG00000117600,Cerebral Cortex
ENSG00000117601,Liver
ENSG00000117650,Testis
ENSG00000117983,Gall Bladder
ENSG00000118017,Stomach
ENSG00000118113,Bone Marrow
ENSG00000118156,Testis
ENSG00000118160,Cerebral Cortex
ENSG00000118194,Heart
ENSG00000118231,Ovary
ENSG00000118245,Testis
ENSG00000118271,Liver
ENSG00000118434,Testis
ENSG00000118491,Testis
ENSG00000118557,Testis
ENSG00000118729,Heart
ENSG00000118733,Cerebral Cortex
ENSG00000118972,Liver
ENSG00000119685,Testis
ENSG00000119703,Testis
ENSG00000119927,Adipose
ENSG00000120054,Liver
ENSG00000120160,Testis
ENSG00000120210,Testis
ENSG00000120211,Placenta
ENSG00000120215,Skin
ENSG00000120251,Cerebral Cortex
ENSG00000120289,Testis
ENSG00000120329,Testis
ENSG00000120440,Testis
ENSG00000120563,Testis
ENSG00000120669,Testis
ENSG00000120729,Skeletal Muscle
ENSG00000120903,Prostate gland
ENSG00000120937,Heart
ENSG00000120952,Testis
ENSG00000121053,Bone Marrow
ENSG00000121058,Testis
ENSG00000121101,Testis
ENSG00000121314,Duodenum
ENSG00000121335,Salivary Gland
ENSG00000121351,Pancreas
ENSG00000121410,Liver
ENSG00000121446,Testis
ENSG00000121577,Heart
ENSG00000121634,Testis
ENSG00000121753,Cerebral Cortex
ENSG00000121769,Heart
ENSG00000121905,Cerebral Cortex
ENSG00000122133,Placenta
ENSG00000122180,Skeletal Muscle
ENSG00000122194,Liver
ENSG00000122254,Cerebral Cortex
ENSG00000122304,Testis
ENSG00000122728,Testis
ENSG00000122787,Liver
ENSG00000122852,Lung
ENSG00000123119,Cerebral Cortex
ENSG00000123165,Testis
ENSG00000123171,Testis
ENSG00000123364,Skin
ENSG00000123405,Bone Marrow
ENSG00000123454,Adrenal Gland
ENSG00000123560,Cerebral Cortex
ENSG00000123561,Liver
ENSG00000123569,Testis
ENSG00000123576,Testis
ENSG00000123594,Testis
ENSG00000123612,Adipose
ENSG00000124003,Gall Bladder
ENSG00000124089,Testis
ENSG00000124091,Bone Marrow
ENSG00000124092,Testis
ENSG00000124103,Testis
ENSG00000124116,Testis
ENSG00000124140,Cerebral Cortex
ENSG00000124194,Cerebral Cortex
ENSG00000124196,Testis
ENSG00000124227,Testis
ENSG00000124232,Pancreas
ENSG00000124343,Skin
ENSG00000124449,Testis
ENSG00000124467,Placenta
ENSG00000124469,Bone Marrow
ENSG00000124490,Testis
ENSG00000124507,Cerebral Cortex
ENSG00000124564,Kidney
ENSG00000124575,Bone Marrow
ENSG00000124664,Prostate gland
ENSG00000124678,Testis
ENSG00000124721,Testis
ENSG00000124812,Testis
ENSG00000124818,Testis
ENSG00000124827,Testis
ENSG00000124900,Testis
ENSG00000124935,Fallopian Tube
ENSG00000125207,Testis
ENSG00000125363,Testis
ENSG00000125388,Testis
ENSG00000125409,Testis
ENSG00000125414,Skeletal Muscle
ENSG00000125462,Cerebral Cortex
ENSG00000125531,Testis
ENSG00000125533,Testis
ENSG00000125551,Liver
ENSG00000125571,Skin
ENSG00000125618,Thyroid Gland
ENSG00000125675,Cerebral Cortex
ENSG00000125730,Liver
ENSG00000125780,Esophagus
ENSG00000125813,Tonsil
ENSG00000125814,Cerebral Cortex
ENSG00000125815,Testis
ENSG00000125816,Testis
ENSG00000125823,Testis
ENSG00000125831,Testis
ENSG00000125872,Lung
ENSG00000125879,Gall Bladder
ENSG00000125888,Testis
ENSG00000125900,Testis
ENSG00000125931,Testis
ENSG00000125975,Testis
ENSG00000126259,Pancreas
ENSG00000126467,Testis
ENSG00000126545,Adipose
ENSG00000126549,Salivary Gland
ENSG00000126550,Salivary Gland
ENSG00000126583,Cerebral Cortex
ENSG00000126752,Testis
ENSG00000126861,Cerebral Cortex
ENSG00000127377,Thyroid Gland
ENSG00000127561,Cerebral Cortex
ENSG00000127585,Cerebral Cortex
ENSG00000127928,Placenta
ENSG00000128040,Testis
ENSG00000128253,Prostate gland
ENSG00000128276,Testis
ENSG00000128346,Testis
ENSG00000128510,Skin
ENSG00000128536,Fallopian Tube
ENSG00000128564,Cerebral Cortex
ENSG00000128596,Testis
ENSG00000128610,Testis
ENSG00000128656,Cerebral Cortex
ENSG00000128683,Cerebral Cortex
ENSG00000128714,Prostate gland
ENSG00000128872,Cerebral Cortex
ENSG00000129152,Skeletal Muscle
ENSG00000129159,Cerebral Cortex
ENSG00000129244,Cerebral Cortex
ENSG00000129437,Skin
ENSG00000129646,Testis
ENSG00000129654,Fallopian Tube
ENSG00000129744,Skeletal Muscle
ENSG00000129749,Skeletal Muscle
ENSG00000129965,Liver
ENSG00000129988,Liver
ENSG00000129990,Cerebral Cortex
ENSG00000129991,Heart
ENSG00000130167,Testis
ENSG00000130173,Liver
ENSG00000130208,Liver
ENSG00000130270,Testis
ENSG00000130287,Cerebral Cortex
ENSG00000130294,Cerebral Cortex
ENSG00000130368,Cerebral Cortex
ENSG00000130377,Testis
ENSG00000130477,Cerebral Cortex
ENSG00000130540,Cerebral Cortex
ENSG00000130558,Cerebral Cortex
ENSG00000130595,Skeletal Muscle
ENSG00000130598,Skeletal Muscle
ENSG00000130649,Liver
ENSG00000130783,Testis
ENSG00000130829,Placenta
ENSG00000130876,Adipose
ENSG00000130943,Testis
ENSG00000130948,Testis
ENSG00000130950,Testis
ENSG00000130957,Skeletal Muscle
ENSG00000131050,Salivary Gland
ENSG00000131059,Testis
ENSG00000131095,Cerebral Cortex
ENSG00000131126,Testis
ENSG00000131183,Kidney
ENSG00000131187,Liver
ENSG00000131264,Skin
ENSG00000131379,Testis
ENSG00000131400,Lung
ENSG00000131668,Stomach
ENSG00000131686,Salivary Gland
ENSG00000131721,Testis
ENSG00000131738,Testis
ENSG00000131864,Testis
ENSG00000131914,Testis
ENSG00000131951,Testis
ENSG00000131969,Skin
ENSG00000132141,Testis
ENSG00000132446,Testis
ENSG00000132535,Cerebral Cortex
ENSG00000132554,Testis
ENSG00000132563,Cerebral Cortex
ENSG00000132631,Testis
ENSG00000132639,Cerebral Cortex
ENSG00000132671,Cerebral Cortex
ENSG00000132692,Cerebral Cortex
ENSG00000132702,Cerebral Cortex
ENSG00000132703,Liver
ENSG00000132718,Cerebral Cortex
ENSG00000132749,Testis
ENSG00000132855,Liver
ENSG00000132958,Testis
ENSG00000132972,Testis
ENSG00000132975,Cerebral Cortex
ENSG00000133083,Cerebral Cortex
ENSG00000133115,Fallopian Tube
ENSG00000133169,Cerebral Cortex
ENSG00000133246,Bone Marrow
ENSG00000133317,Adipose
ENSG00000133636,Small Intestine
ENSG00000133661,Lung
ENSG00000133665,Fallopian Tube
ENSG00000134007,Testis
ENSG00000134121,Cerebral Cortex
ENSG00000134183,Testis
ENSG00000134216,Lung
ENSG00000134249,Testis
ENSG00000134365,Liver
ENSG00000134389,Liver
ENSG00000134438,Testis
ENSG00000134531,Esophagus
ENSG00000134538,Liver
ENSG00000134551,Salivary Gland
ENSG00000134571,Heart
ENSG00000134588,Testis
ENSG00000134595,Fallopian Tube
ENSG00000134760,Skin
ENSG00000134765,Skin
ENSG00000134812,Stomach
ENSG00000134864,Kidney
ENSG00000134940,Testis
ENSG00000134982,Cerebral Cortex
ENSG00000135094,Liver
ENSG00000135116,Cerebral Cortex
ENSG00000135222,Salivary Gland
ENSG00000135226,Gall Bladder
ENSG00000135248,Testis
ENSG00000135298,Cerebral Cortex
ENSG00000135346,Placenta
ENSG00000135355,Testis
ENSG00000135374,Salivary Gland
ENSG00000135413,Salivary Gland
ENSG00000135436,Testis
ENSG00000135439,Cerebral Cortex
ENSG00000135454,Cerebral Cortex
ENSG00000135472,Cerebral Cortex
ENSG00000135709,Cerebral Cortex
ENSG00000135902,Skeletal Muscle
ENSG00000136011,Spleen
ENSG00000136014,Testis
ENSG00000136099,Cerebral Cortex
ENSG00000136206,Testis
ENSG00000136267,Cerebral Cortex
ENSG00000136327,Testis
ENSG00000136367,Testis
ENSG00000136449,Testis
ENSG00000136487,Placenta
ENSG00000136488,Placenta
ENSG00000136531,Cerebral Cortex
ENSG00000136535,Cerebral Cortex
ENSG00000136541,Cerebral Cortex
ENSG00000136688,Tonsil
ENSG00000136694,Esophagus
ENSG00000136750,Cerebral Cortex
ENSG00000136811,Testis
ENSG00000136834,Skin
ENSG00000136854,Cerebral Cortex
ENSG00000136881,Liver
ENSG00000136918,Fallopian Tube
ENSG00000136928,Cerebral Cortex
ENSG00000136944,Salivary Gland
ENSG00000136999,Adrenal Gland
ENSG00000137090,Testis
ENSG00000137142,Thyroid Gland
ENSG00000137225,Testis
ENSG00000137251,Kidney
ENSG00000137261,Cerebral Cortex
ENSG00000137267,Cerebral Cortex
ENSG00000137270,Placenta
ENSG00000137285,Cerebral Cortex
ENSG00000137392,Pancreas
ENSG00000137463,Adrenal Gland
ENSG00000137473,Testis
ENSG00000137561,Liver
ENSG00000137674,Testis
ENSG00000137675,Skin
ENSG00000137707,Testis
ENSG00000137709,Skin
ENSG00000137714,Adrenal Gland
ENSG00000137745,Urinary Bladder
ENSG00000137766,Cerebral Cortex
ENSG00000137869,Placenta
ENSG00000137948,Testis
ENSG00000137976,Salivary Gland
ENSG00000138109,Liver
ENSG00000138115,Liver
ENSG00000138136,Skeletal Muscle
ENSG00000138161,Pancreas
ENSG00000138207,Liver
ENSG00000138315,Liver
ENSG00000138483,Testis
ENSG00000138813,Testis
ENSG00000138829,Placenta
ENSG00000138892,Testis
ENSG00000139151,Testis
ENSG00000139155,Cerebral Cortex
ENSG00000139209,Liver
ENSG00000139269,Liver
ENSG00000139351,Testis
ENSG00000139352,Cerebral Cortex
ENSG00000139364,Cerebral Cortex
ENSG00000139445,Testis
ENSG00000139547,Liver
ENSG00000139549,Testis
ENSG00000139656,Testis
ENSG00000139767,Cerebral Cortex
ENSG00000139797,Testis
ENSG00000139970,Cerebral Cortex
ENSG00000139973,Cerebral Cortex
ENSG00000139985,Testis
ENSG00000140067,Testis
ENSG00000140093,Liver
ENSG00000140107,Liver
ENSG00000140459,Adrenal Gland
ENSG00000140478,Testis
ENSG00000140505,Liver
ENSG00000140519,Esophagus
ENSG00000140522,Cerebral Cortex
ENSG00000140623,Testis
ENSG00000140675,Kidney
ENSG00000140798,Testis
ENSG00000140835,Gall Bladder
ENSG00000140873,Placenta
ENSG00000140932,Testis
ENSG00000140955,Testis
ENSG00000141086,Pancreas
ENSG00000141096,Testis
ENSG00000141194,Testis
ENSG00000141200,Testis
ENSG00000141255,Testis
ENSG00000141316,Testis
ENSG00000141371,Testis
ENSG00000141437,Testis
ENSG00000141485,Liver
ENSG00000141505,Liver
ENSG00000141668,Cerebral Cortex
ENSG00000141744,Adrenal Gland
ENSG00000141946,Testis
ENSG00000141965,Skeletal Muscle
ENSG00000142025,Testis
ENSG00000142235,Cerebral Cortex
ENSG00000142511,Placenta
ENSG00000142515,Prostate gland
ENSG00000142530,Testis
ENSG00000142538,Testis
ENSG00000142615,Pancreas
ENSG00000142623,Esophagus
ENSG00000142698,Testis
ENSG00000142789,Pancreas
ENSG00000142973,Lung
ENSG00000143006,Testis
ENSG00000143028,Skeletal Muscle
ENSG00000143032,Testis
ENSG00000143105,Testis
ENSG00000143107,Testis
ENSG00000143194,Testis
ENSG00000143199,Testis
ENSG00000143257,Liver
ENSG00000143278,Liver
ENSG00000143318,Skeletal Muscle
ENSG00000143320,Esophagus
ENSG00000143333,Thyroid Gland
ENSG00000143369,Esophagus
ENSG00000143443,Testis
ENSG00000143450,Testis
ENSG00000143452,Testis
ENSG00000143473,Cerebral Cortex
ENSG00000143520,Skin
ENSG00000143536,Esophagus
ENSG00000143552,Testis
ENSG00000143556,Tonsil
ENSG00000143578,Prostate gland
ENSG00000143595,Duodenum
ENSG00000143631,Skin
ENSG00000143632,Skeletal Muscle
ENSG00000143994,Testis
ENSG00000144010,Testis
ENSG00000144015,Testis
ENSG00000144035,Kidney
ENSG00000144040,Cerebral Cortex
ENSG00000144119,Cerebral Cortex
ENSG00000144230,Cerebral Cortex
ENSG00000144290,Cerebral Cortex
ENSG00000144369,Cerebral Cortex
ENSG00000144395,Testis
ENSG00000144410,Small Intestine
ENSG00000144452,Skin
ENSG00000144460,Cerebral Cortex
ENSG00000144481,Prostate gland
ENSG00000144550,Cerebral Cortex
ENSG00000144583,Cerebral Cortex
ENSG00000144644,Skeletal Muscle
ENSG00000144648,Placenta
ENSG00000144671,Testis
ENSG00000144771,Spleen
ENSG00000144834,Cerebral Cortex
ENSG00000144962,Testis
ENSG00000145040,Skin
ENSG00000145192,Liver
ENSG00000145198,Adrenal Gland
ENSG00000145309,Testis
ENSG00000145321,Liver
ENSG00000145358,Skeletal Muscle
ENSG00000145451,Cerebral Cortex
ENSG00000145491,Testis
ENSG00000145681,Placenta
ENSG00000145700,Testis
ENSG00000145721,Cerebral Cortex
ENSG00000145757,Testis
ENSG00000145794,Cerebral Cortex
ENSG00000145826,Liver
ENSG00000145864,Cerebral Cortex
ENSG00000145975,Testis
ENSG00000146005,Cerebral Cortex
ENSG00000146006,Cerebral Cortex
ENSG00000146047,Testis
ENSG00000146197,Thyroid Gland
ENSG00000146360,Cerebral Cortex
ENSG00000146378,Testis
ENSG00000146383,Kidney
ENSG00000146618,Placenta
ENSG00000146839,Testis
ENSG00000146926,Skeletal Muscle
ENSG00000147003,Kidney
ENSG00000147081,Testis
ENSG00000147082,Testis
ENSG00000147183,Testis
ENSG00000147246,Cerebral Cortex
ENSG00000147256,Adrenal Gland
ENSG00000147257,Placenta
ENSG00000147378,Testis
